word,language
veel,Dutch
navale,Latin
eagen,Frisian
хай,Belarusian
хот,Mongolian
lawv,Hmong
центр,Ukrainian
daudzskaitlis,Latvian
tal,Maltese
குறைந்தது,Tamil
pêşniyar,Kurdish
मौसम,Nepali
utama,Malaysian
view,Hausa
tự,Vietnamese
dilek,Turkish
окончателния,Bulgarian
on,Finnish
odpowiedz,Polish
kejutan,Malaysian
hiss,Azerbaijani
구,Korean
중지,Korean
पहले,Hindi
shore,Basque
брега,Bulgarian
nyati,Shona
пут,Serbian
такім,Belarusian
ал,Kyrgyz
read,English
te,Maori
ပေးကမ်း,Myanmar
uhlobo,Zulu
hiti,Icelandic
nkhondo,Chichewa
ರೂಪ,Kannada
ਵਿਦਿਆਰਥੀ,Punjabi
میں,Urdu
мистецтво,Ukrainian
شیشه,Persian
سمندر,Urdu
lelei,Samoan
molekul,Indonesian
predložiti,Croatian
รวบรวม,Thai
stretch,English
წესი,Georgian
dalam,Malaysian
sitten,Finnish
sterf,Afrikaans
menerima,Indonesian
luesen,Luxembourgish
موسم,Sindhi
subțire,Romanian
vespero,Esperanto
停,Chinese
віддалена,Ukrainian
baik,Indonesian
ચાલુ,Gujarati
banque,French
които,Bulgarian
bene,Italian
imperium,Latin
دیر,Urdu
waarskynlike,Afrikaans
ճակատ,Armenian
ит,Kyrgyz
coltaiche,Scots
ਇਸ,Punjabi
один,Ukrainian
гледате,Cebuano
waarm,Luxembourgish
průtok,Czech
kodhi,Shona
komo,Hawaiian
metsästää,Finnish
निद्रामा,Nepali
polanete,Sesotho
zittu,Corsican
bu,Uzbek
dukan,Hausa
կարմիր,Armenian
basisir,Sundanese
dem,Danish
pepeiao,Hawaiian
kêmane,Kurdish
viejo,Spanish
זאל,Yiddish
rovnaký,Slovak
vent,French
назад,Russian
ʻiwakālua,Hawaiian
আইন,Bengali
hat,Latin
rõõm,Estonian
ആദ്യം,Malayalam
cavalo,Portuguese
print,Luxembourgish
smėlio,Lithuanian
измислят,Cebuano
много,Russian
不了,Chinese
huakai,Hawaiian
suchý,Slovak
parti,Maltese
爱,Chinese
прастору,Belarusian
योग्य,Marathi
දී,Sinhala
սենյակ,Armenian
akhethe,Zulu
समाधान,Nepali
kite,Haitian
ਬਿਜਲੀ,Punjabi
వాసన,Telugu
käsi,Estonian
راه,Persian
apel,Javanese
nafasi,Swahili
cua,Hmong
ທ່ານ,Lao
প্রাচীর,Bengali
мінення,Ukrainian
σελίδα,Greek
ਅੱਗੇ,Punjabi
antequam,Latin
pallo,Finnish
நேரம்,Tamil
dikirim,Sundanese
ngezinyawo,Zulu
bûyin,Kurdish
xorta,Maltese
dëgjojë,Albanian
a,Scots
yaikulu,Chichewa
filifili,Samoan
ở,Vietnamese
troch,Frisian
group,Bosnian
reguleerima,Estonian
тело,Russian
না,Bengali
maro,Malagasy
heli,Somali
øje,Danish
mitati,Corsican
خدمت,Pashto
cama,Spanish
somnum,Latin
deneme,Turkish
കുറിപ്പ്,Malayalam
charakteris,Lithuanian
ні,Belarusian
springen,German
liten,Norwegian
šel,Czech
재생,Korean
nye,Igbo
thetha,Xhosa
preživeti,Slovenian
ਸਨ,Punjabi
wope,Luxembourgish
beter,Dutch
చమురు,Telugu
ayat,Indonesian
တူရိယာ,Myanmar
makan,Malaysian
төрт,Kazakh
anodd,Welsh
описывать,Russian
געצייַג,Yiddish
කඹය,Sinhala
cet,Sundanese
طائرة,Arabic
ган,Mongolian
কাঠ,Bengali
판,Korean
maint,Welsh
боя,Bulgarian
بلڪه,Sindhi
avlägsen,Swedish
pari,Italian
ສີຟ້າ,Lao
لړ,Pashto
neu,Welsh
ಪರಿಹರಿಸಲು,Kannada
Слип,Serbian
момент,Ukrainian
સરળ,Gujarati
boshladi,Uzbek
muvofiq,Uzbek
Koresha,Kinyarwanda
дөрвөн,Mongolian
miftuħa,Maltese
farko,Hausa
napisal,Slovenian
kulul,Somali
سڪي,Sindhi
þýddi,Icelandic
ocsaidean,Scots
মানুষ,Bengali
終わり,Japanese
გადაკვეთა,Georgian
mix,Danish
पर्ची,Nepali
அதே,Tamil
mdlalo,Zulu
Komabe,Chichewa
minder,Dutch
סנט,Hebrew
sanganisa,Shona
менше,Ukrainian
અંતિમ,Gujarati
линија,Serbian
sëtzt,Luxembourgish
भावना,Hindi
cuba,Malaysian
wiki,Swahili
taal,Dutch
един,Bulgarian
boh,Sundanese
បន្ទាត់,Khmer
bo,Swedish
umuntu,Kinyarwanda
fa,Catalan
tari,Javanese
mphaka,Chichewa
več,Slovenian
separată,Romanian
nós,Galician
добре,Bulgarian
wathumela,Zulu
manier,Afrikaans
kwamanzi,Zulu
ใส่,Thai
mình,Vietnamese
явах,Mongolian
oi,Finnish
одмор,Macedonian
веруваат,Macedonian
સાચું,Gujarati
fretta,Italian
před,Czech
නායක,Sinhala
een,Dutch
ஏழை,Tamil
panyebaran,Javanese
غونډۍ,Pashto
nozīmēja,Latvian
någonsin,Swedish
聞こえる,Japanese
Umzimba,Zulu
एक,Hindi
cambiamentu,Corsican
fer,Catalan
kibis,Somali
fāsimea,Samoan
miankina,Malagasy
ea,Sesotho
ngiluan,Sundanese
готовий,Ukrainian
закон,Macedonian
unang,Filipino
whakamahi,Maori
umum,Indonesian
zábradlia,Slovak
da,Hausa
cincin,Malaysian
બ્લોક,Gujarati
kati,Swahili
abantwana,Xhosa
ασήμι,Greek
هزار,Sindhi
ачык,Kyrgyz
жинау,Kazakh
третий,Russian
planen,Swedish
kaufen,German
ukun,Somali
ko’plik,Uzbek
omancu,Corsican
зазвичай,Ukrainian
para,Spanish
Motong,Javanese
бляск,Belarusian
دوهم,Pashto
להכין,Hebrew
tidak,Indonesian
ที่พบบ่อย,Thai
kọntinent,Igbo
අතර,Sinhala
bathembele,Zulu
успех,Russian
드레스,Korean
टाउको,Nepali
მეზობელი,Georgian
vidogo,Swahili
misaotra,Malagasy
spotkać,Polish
гарачая,Belarusian
पहाडी,Nepali
continuar,Spanish
保管,Japanese
موڪلايو,Sindhi
تار,Urdu
te,Haitian
tujuh,Malaysian
ಹಲ್ಲುಗಳು,Kannada
ras,Dutch
istess,Maltese
د,Pashto
եզրին,Armenian
faʻafetaui,Samoan
vaihe,Finnish
نزدیک,Persian
konele,Xhosa
vidjeti,Bosnian
cathair,Irish
махаббат,Kazakh
trekant,Danish
fikir,Azerbaijani
علامت,Persian
family,English
di,Italian
nest,Latvian
робота,Ukrainian
indawo,Zulu
skiede,Frisian
nyuwil,Javanese
capitale,Italian
colecta,Romanian
ផ្ទាល់ខ្លួន,Khmer
शब्दांश,Nepali
mencampur,Indonesian
ตลาด,Thai
orsaf,Welsh
ovozli,Uzbek
u,Corsican
simpelt,Danish
malum,Latin
a,Scots
mula,Filipino
så,Danish
xogħol,Maltese
згаджацца,Belarusian
tale,Norwegian
skoalle,Frisian
עס,Yiddish
човек,Serbian
draga,Icelandic
คอ,Thai
del,Slovenian
tro,Swedish
tolak,Malaysian
نظر,Urdu
ntshiab,Hmong
adecuada,Spanish
ឪពុក,Khmer
પોસ્ટ,Gujarati
עיקרי,Hebrew
kedy,Slovak
sarudza,Shona
kujaza,Swahili
atburður,Icelandic
жеңүү,Kyrgyz
rahalahy,Malagasy
آورده,Persian
sezvo,Shona
telur,Malaysian
järjestys,Finnish
pesek,Slovenian
Bitte,German
form,Swedish
nevolje,Bosnian
sjö,Swedish
ibyatsi,Kinyarwanda
в,Cebuano
สระ,Thai
ทะเลสาบ,Thai
скоро,Bulgarian
nyiaj,Hmong
အလုပ်,Myanmar
Anarana,Malagasy
कविता,Marathi
hlala,Xhosa
attendre,French
cut,Azerbaijani
кріплення,Ukrainian
круглы,Belarusian
ทาส,Thai
കണ്ടെത്തുക,Malayalam
ptica,Slovenian
tunani,Hausa
रोल,Marathi
суудал,Mongolian
hemel,Dutch
മഞ്ഞ,Malayalam
ճիշտ,Armenian
နွေရာသီ,Myanmar
saka,Javanese
געלט,Yiddish
ejikere,Igbo
tonu,Maori
күлкі,Kazakh
如何,Chinese
ਵਾਰ,Punjabi
เข้าถึง,Thai
přírodní,Czech
keenay,Somali
gorm,Scots
okwu,Igbo
ọwọ,Yoruba
на,Belarusian
ストリート,Japanese
maonero,Shona
рећи,Serbian
keʻokeʻo,Hawaiian
അടിവസ്തം,Malayalam
მავთულის,Georgian
sûxrekirin,Kurdish
tie,English
just,English
tàvula,Corsican
wouj,Haitian
agterplaas,Afrikaans
дюйм,Kyrgyz
శాతం,Telugu
రకం,Telugu
સુધી,Gujarati
усмивка,Bulgarian
خاموش,Sindhi
nuhun,Sundanese
oota,Estonian
सूची,Nepali
manzana,Spanish
راديو,Arabic
вперед,Ukrainian
colònia,Catalan
спостерігати,Ukrainian
говорил,Russian
ostateczna,Polish
majoar,Frisian
juu,Swahili
لاستیک,Persian
gekoop,Afrikaans
حديد,Arabic
การทำงาน,Thai
bröd,Swedish
stavať,Slovak
ഒരുപക്ഷേ,Malayalam
њиссаи,Tajik
η,Greek
మైన్,Telugu
curte,Romanian
iflethi,Xhosa
леді,Ukrainian
mob,Hmong
മാംസം,Malayalam
पुच्छर,Nepali
wedi,Welsh
estudiante,Spanish
waktu,Sundanese
စွမ်းအား,Myanmar
donijeti,Croatian
chiamata,Italian
add,Frisian
paçmêlk,Kurdish
موسيقي,Pashto
qlugħ,Maltese
دولة,Arabic
thương,Vietnamese
hadapan,Malaysian
sat,Croatian
әрбір,Kazakh
antingen,Swedish
jajantung,Sundanese
твърдение,Cebuano
наука,Ukrainian
आहे,Marathi
m’munsi,Chichewa
bein,Icelandic
танц,Cebuano
stać,Polish
แก้ว,Thai
terus,Indonesian
tagradh,Scots
phương,Vietnamese
sorriso,Italian
miss,Danish
vooral,Dutch
neunggeul,Sundanese
kantahin,Filipino
mai,Hawaiian
acord,Catalan
කඩා,Sinhala
ëmzebréngen,Luxembourgish
מאָרגן,Yiddish
seul,French
zlog,Slovenian
ピッチ,Japanese
өткен,Kazakh
ການຕິດຕໍ່ກັນ,Lao
kako,Croatian
ਇੱਕਲੇ,Punjabi
சாலை,Tamil
ប្រាំបួន,Khmer
hill,English
باہر,Urdu
ਲੈ,Punjabi
валасы,Belarusian
đến,Vietnamese
imọlẹ,Yoruba
स्तंभ,Hindi
ചിതം,Malayalam
sau,Vietnamese
của,Vietnamese
muchinjikwa,Shona
өтүү,Kyrgyz
wergirtin,Kurdish
întâmpla,Romanian
охин,Mongolian
te,Haitian
peus,Catalan
市,Chinese
ਚੋਟੀ,Punjabi
मतलब,Hindi
разликују,Serbian
у,Ukrainian
minutë,Albanian
kucing,Malaysian
мяккая,Belarusian
cùis,Scots
పెద్ద,Telugu
krila,Slovenian
ձմեռ,Armenian
застацца,Belarusian
sukses,Frisian
pastaj,Albanian
west,Cebuano
spolu,Slovak
alkuperäinen,Finnish
vali,Estonian
vet,Afrikaans
metụ,Igbo
I,Bulgarian
chaw,Hmong
pinnase,Estonian
suportar,Portuguese
बाबा,Marathi
Ocean,Croatian
postero,Latin
ja,Sesotho
isowo,Yoruba
plan,French
set,Turkish
woartel,Frisian
akọrọ,Igbo
kuva,Finnish
offerta,Italian
Àpẹẹrẹ,Yoruba
sett,Icelandic
bidali,Basque
captura,Portuguese
cheadú,Irish
dolog,Hungarian
ọrụ,Igbo
анын,Kyrgyz
ugbu,Igbo
beberapa,Indonesian
การเคลื่อนไหว,Thai
puutarha,Finnish
мъничък,Bulgarian
двойно,Bulgarian
ਘੜੀ,Punjabi
vyf,Afrikaans
class,Latin
quotient,French
mərkəzi,Azerbaijani
grassu,Corsican
mark,Georgian
oache,Sesotho
saute,Samoan
yazdı,Azerbaijani
타격,Korean
off,Norwegian
එකඟ,Sinhala
cadw,Welsh
сричка,Bulgarian
de,Dutch
រក្សាទុក,Khmer
സൈനികന്റെ,Malayalam
ਰੱਬ,Punjabi
imaginar,Spanish
දිගු,Sinhala
atandatu,Kinyarwanda
нога,Ukrainian
leve,Norwegian
ndime,Chichewa
hoolohe,Hawaiian
ranka,Lithuanian
fortid,Norwegian
санг,Tajik
غاښونه,Pashto
סוכר,Hebrew
země,Czech
assittatu,Corsican
يكون,Arabic
hlæja,Icelandic
comprehendo,Latin
genda,Kinyarwanda
هر,Persian
naheng,Sesotho
frumusețe,Romanian
có,Vietnamese
napisane,Polish
dá,Irish
gereedschap,Dutch
plana,Spanish
power,English
kunaon,Sundanese
iwezekanavyo,Swahili
kudumpha,Chichewa
จินตนาการ,Thai
indlu,Zulu
nővére,Hungarian
ਦੁਹਰਾਉ,Punjabi
之后,Chinese
מיליאָן,Yiddish
rovar,Hungarian
שטאָל,Yiddish
พวกเขา,Thai
hamama,Maori
પોર્ટ,Gujarati
efehe,Igbo
गर्मियों,Hindi
pensas,Esperanto
디자인,Korean
ကော်လံ,Myanmar
જોડાવા,Gujarati
but,English
tono,Spanish
gbolohun,Yoruba
гатовы,Belarusian
kwayoyin,Hausa
travèse,Haitian
អ្នក,Khmer
riješiti,Croatian
คุณ,Thai
"tube,",Sesotho
dewis,Welsh
небольшой,Russian
бұлт,Kazakh
தி,Tamil
සිනහ,Sinhala
điện,Vietnamese
په,Pashto
質問,Japanese
biancu,Corsican
жимс,Mongolian
rimula,Latin
ບັນຫາ,Lao
ਕੰਮ,Punjabi
daim,Hmong
ပုံစံ,Myanmar
ಕೇಳಲು,Kannada
ເວົ້າ,Lao
ໃກ້ຊິດ,Lao
گلاس,Sindhi
vorm,Estonian
abans,Catalan
izjednačiti,Croatian
dalawang,Filipino
платить,Russian
สีขาว,Thai
երբեք,Armenian
dibujar,Spanish
spesielt,Norwegian
துண்டு,Tamil
zvyčajne,Slovak
Tiro,Maori
ṣe,Yoruba
umutwe,Kinyarwanda
paling,Javanese
upės,Lithuanian
vereisen,Dutch
pārstāvēt,Latvian
lago,Portuguese
പേജ്,Malayalam
būvēt,Latvian
парти,Bulgarian
biaya,Indonesian
inch,Latin
tales,Galician
para,Turkish
ਖੁਸ਼,Punjabi
لامل,Pashto
hopola,Sesotho
cyflymder,Welsh
スリップ,Japanese
led,Chichewa
lub,Hmong
hot,Greek
시장,Korean
מישן,Yiddish
Osten,German
suyak,Uzbek
オフィス,Japanese
مشابه,Persian
Dicționar,Romanian
ಯಾವುದೇ,Kannada
شايد,Sindhi
off,Malaysian
atoa,Samoan
انحصار,Urdu
indicate,English
palapag,Filipino
дълго,Cebuano
সাঁতার,Bengali
самастойна,Belarusian
mamanu,Samoan
umzali,Zulu
lady,English
մենք,Armenian
чихний,Mongolian
besar,Malaysian
따뜻한,Korean
чейин,Kyrgyz
equipo,Galician
sootho,Sesotho
mantenir,Catalan
klæða,Icelandic
dragen,Dutch
scatola,Italian
ვარდნა,Georgian
nhân,Vietnamese
sama,Malaysian
masalah,Indonesian
læra,Icelandic
තීරුව,Sinhala
ပြသ,Myanmar
himoya,Uzbek
espas,Haitian
ມົນຕີ,Lao
gọi,Vietnamese
metodas,Lithuanian
дупка,Macedonian
ಹಿಂದೆ,Kannada
ffig,Welsh
feel,English
울음,Korean
مع,Arabic
течност,Cebuano
නිම්නය,Sinhala
ikuku,Igbo
publiken,Swedish
ตัวเลข,Thai
on,Azerbaijani
માંગો,Gujarati
volafotsy,Malagasy
hōʻike,Hawaiian
ರಂಧ್ರ,Kannada
rahona,Malagasy
uweisen,Luxembourgish
ka,Hawaiian
kors,Maltese
mengumpulkan,Indonesian
طولانی,Persian
карыган,Kyrgyz
הם,Hebrew
dîrok,Kurdish
soldat,Romanian
عزیز,Persian
berpikir,Indonesian
ricca,Corsican
ເຈ້ຍ,Lao
век,Serbian
oyinyaniso,Xhosa
tutaj,Polish
Mappa,Corsican
ဖြစ်ပျက်,Myanmar
лед,Cebuano
undervise,Danish
fasika,Malagasy
namin,Filipino
nokkrir,Icelandic
gul,Danish
ගැස්මට,Sinhala
háromszög,Hungarian
werken,Dutch
Molekyul,Filipino
chirimo,Shona
सही,Nepali
смиле,Serbian
cari,Indonesian
donsa,Zulu
puteva,Corsican
ägg,Swedish
အရိုး,Myanmar
мы,Russian
tatangga,Sundanese
i,Maori
분노,Korean
tusia,Samoan
Krieg,German
menarik,Malaysian
ആവശ്യമായ,Malayalam
나쁜,Korean
विभाजन,Nepali
hogy,Hungarian
ruileng,Sesotho
մինչեւ,Armenian
ala,Igbo
δρόμος,Greek
paad,Frisian
магчыма,Belarusian
kana,Yoruba
bell,Indonesian
poste,French
voye,Haitian
Қазақстан,Kazakh
unyanzvi,Shona
hou,Maori
jabłko,Polish
ferdieling,Frisian
näita,Estonian
hebûn,Kurdish
mbalwa,Xhosa
ред,Bulgarian
mlingo,Chichewa
браздата,Macedonian
असू,Marathi
چاندی,Urdu
krma,Slovenian
дете,Macedonian
日,Japanese
face,English
katso,Finnish
úszás,Hungarian
ดำเนินการ,Thai
ຄະນະ,Lao
de,Haitian
so,Vietnamese
potum,Latin
salah,Indonesian
рука,Belarusian
ilo,Finnish
nglampahi,Javanese
kuanza,Swahili
brzo,Bosnian
asali,Hausa
ඇය,Sinhala
ခဲ,Myanmar
Suspicor,Latin
คำพูด,Thai
finish,Hmong
ປ່າໄມ້,Lao
perd,Afrikaans
kupunguza,Swahili
сидіння,Ukrainian
ಕಣ್ಣಿನ,Kannada
로,Korean
प्रवाह,Nepali
gedicht,Dutch
fëmijë,Albanian
студент,Kazakh
mėnesį,Lithuanian
mengatakan,Malaysian
ਕੰਪਨੀ,Punjabi
pamodzi,Chichewa
stāvēja,Latvian
Předmět,Czech
sal,Kurdish
meteo,Sesotho
viaggi,Italian
øyeblikk,Norwegian
doler,Welsh
ganz,German
kaca,Malaysian
rijk,Dutch
forme,French
טיפוס,Hebrew
μου,Greek
ලඝු-සටහන,Sinhala
tādējādi,Latvian
අඩි,Sinhala
силен,Bulgarian
प्राकृतिक,Nepali
issiq,Uzbek
post,Basque
dəyəri,Azerbaijani
akan,Indonesian
पर,Hindi
د,Pashto
χώμα,Greek
stick,Danish
نوٽيس,Sindhi
continentului,Romanian
keji,Yoruba
ස්කෝර්,Sinhala
잠,Korean
скоро,Ukrainian
ложь,Russian
medvilnės,Lithuanian
kindlaks,Estonian
nový,Slovak
tomber,French
நிகழ்ச்சி,Tamil
a,Irish
ਵਹਿਣਾ,Punjabi
ഞങ്ങളെ,Malayalam
waqooyiga,Somali
resik,Javanese
kwalunkwe,Maltese
esercizio,Italian
molekil,Haitian
מוות,Hebrew
או,Hebrew
držite,Slovenian
चिल्लाओ,Hindi
راست,Persian
بهار,Sindhi
škatla,Slovenian
летучая,Russian
ọtụtụ,Igbo
połysk,Polish
taputapu,Maori
বিশেষত্বহীন,Bengali
wrâld,Frisian
nawarake,Javanese
Open,Bosnian
ceòl,Scots
มี,Thai
晚,Chinese
hjir,Frisian
가능성,Korean
ბევრი,Georgian
pihak,Malaysian
lygis,Lithuanian
សុភាពរាប,Khmer
de,Swedish
mlumpat,Javanese
yer,Uzbek
купити,Ukrainian
hav,Swedish
streç,Turkish
tauloto,Samoan
zakres,Polish
přestávka,Czech
ar,Irish
شيل,Sindhi
langkung,Sundanese
ඉඩම්,Sinhala
imagnethi,Xhosa
欲しい,Japanese
kia,Maori
שטול,Yiddish
more,Bosnian
buyuk,Uzbek
সুদ,Bengali
wa,Yoruba
تمام,Persian
kou,Haitian
har,Danish
不喜,Chinese
业,Chinese
ing,Javanese
siv,Hmong
palju,Estonian
tratto,Italian
آخر,Sindhi
អង្កត់ធ្នូ,Khmer
ระดับ,Thai
ವೃತ್ತದ,Kannada
ຖາມ,Lao
pell,Catalan
uu,Somali
jirani,Swahili
slip,Maltese
stramba,Maltese
இன்னும்,Tamil
angamakhulu,Zulu
réigiún,Irish
paradzanisa,Shona
פּאַטשן,Yiddish
amathathu,Zulu
નક્કી,Gujarati
blizu,Croatian
silma,Estonian
aku,Hawaiian
coajă,Romanian
ìosal,Scots
қызығушылық,Kazakh
உருக்கு,Tamil
parágrafo,Portuguese
ovo,Galician
vinur,Icelandic
patay,Filipino
těžký,Czech
ilu,Corsican
ki,Haitian
وینا,Pashto
ઇંડા,Gujarati
plodina,Czech
доллар,Kyrgyz
doğru,Azerbaijani
прича,Serbian
kusimama,Swahili
изненадна,Serbian
rudo,Shona
വിജയം,Malayalam
son,Galician
אחר,Hebrew
ngipin,Filipino
ngandika,Javanese
为,Chinese
самогласник,Serbian
dus,Afrikaans
yndyrë,Albanian
whakatau,Maori
ကား,Myanmar
tinglash,Uzbek
नेहमी,Marathi
хит,Macedonian
noc,Slovak
te,Maori
ходи,Bulgarian
ukwenza,Xhosa
gösterisi,Turkish
multiplica,Romanian
science,Hmong
asi,Estonian
добијају,Serbian
buruz,Basque
lyn,Frisian
بجا,Sindhi
על,Hebrew
magpatuloy,Filipino
cümlə,Azerbaijani
parisukat,Filipino
मूल,Hindi
خطر,Persian
sistem,Javanese
gbona,Yoruba
çifti,Turkish
form,Luxembourgish
choisir,French
ne,Slovenian
จะเป็น,Thai
sumente,Corsican
ကြွယ်ဝသော,Myanmar
बिजली,Hindi
papaq,Azerbaijani
plain,Galician
Elementes,German
koma,Chichewa
지금까지,Korean
savaitę,Lithuanian
kutanga,Shona
بيع,Arabic
thanh,Vietnamese
qoton,Maltese
одлучи,Macedonian
me,Albanian
ഇടം,Malayalam
apel,Luxembourgish
сунуш,Kyrgyz
tube,English
sem,Hungarian
nokārtot,Latvian
المعرض,Arabic
nosis,Lithuanian
norte,Portuguese
գիշեր,Armenian
ເບິ່ງ,Lao
tiiseun,Sundanese
təsvir,Azerbaijani
mittaraghju,Corsican
mieli,Finnish
分裂,Japanese
bakûr,Kurdish
är,Swedish
velisa,Xhosa
ngajual,Sundanese
engari,Maori
خدمت,Urdu
us,Latvian
nič,Slovenian
притисни,Macedonian
joc,Catalan
Ohr,German
우리,Korean
fig,Igbo
plen,Haitian
prajurit,Javanese
сигурен,Bulgarian
fojuinu,Yoruba
ležal,Slovak
at,Danish
קילן,Yiddish
entweder,Luxembourgish
smaids,Latvian
парранда,Tajik
kuelezea,Swahili
Guide,Sinhala
алға,Kazakh
gehouden,Dutch
uzrok,Bosnian
представляють,Ukrainian
писмо,Bulgarian
круг,Ukrainian
바다,Korean
ngón,Vietnamese
治,Chinese
sáng,Vietnamese
seuraava,Finnish
steel,English
ਫਿੰਗਰ,Punjabi
meng,Luxembourgish
jebisay,Somali
kaalinta,Somali
ċentru,Maltese
מילך,Yiddish
võrrelda,Estonian
agha,Igbo
kulør,Danish
bigezweho,Kinyarwanda
lekin,Uzbek
ehlombe,Zulu
शनि,Hindi
carte,Romanian
maniry,Malagasy
nyobaan,Sundanese
resor,Swedish
doma,Latvian
रंगविण्यासाठी,Marathi
għandhom,Maltese
نئون,Sindhi
elaburà,Corsican
си,Bulgarian
fljótandi,Icelandic
zilver,Dutch
portare,Italian
homens,Portuguese
сад,Belarusian
hapësirë,Albanian
публика,Serbian
nek,Esperanto
sħun,Maltese
õrùn,Yoruba
metode,Indonesian
شيء,Sindhi
تڪڙا,Sindhi
બેડ,Gujarati
айқын,Kazakh
surinkti,Lithuanian
Nahi,Basque
knogle,Danish
արդյունք,Armenian
پهن,Persian
太陽,Japanese
ezikude,Zulu
ပါဝင်,Myanmar
വര്ണിക്കുക,Malayalam
մենակ,Armenian
ഭാവം,Malayalam
earlik,Frisian
लगता,Hindi
සේවය,Sinhala
ម្តាយ,Khmer
halb,Estonian
ona,Azerbaijani
vetro,Italian
vadovas,Lithuanian
dreuchd,Scots
dovolj,Slovenian
likti,Lithuanian
mowhiti,Maori
rawaya,Hausa
segilo,Esperanto
faharoa,Malagasy
oi,Hawaiian
uzbuditi,Bosnian
vitoria,Galician
hau,Hausa
பத்தியில்,Tamil
tylus,Lithuanian
možná,Slovak
谢,Chinese
héich,Luxembourgish
хиляди,Bulgarian
kumva,Kinyarwanda
प्राप्त,Hindi
sasa,Swahili
මිය,Sinhala
kagalakan,Filipino
падзенне,Belarusian
sababu,Swahili
pente,Sesotho
東,Japanese
gûnd,Kurdish
ngagulung,Sundanese
anys,Catalan
dusta,Malaysian
dekuma,Esperanto
போன்ற,Tamil
কাজ,Bengali
feletseng,Sesotho
hisolo,Malagasy
anak,Javanese
אָנטאָן,Yiddish
lengan,Malaysian
lapte,Romanian
tajiri,Swahili
táta,Czech
tupu,Maori
skats,Latvian
একমত,Bengali
athair,Scots
אפילו,Hebrew
moso,Haitian
의미,Korean
toerana,Malagasy
dhow,Somali
fisèl,Haitian
-jato,Malagasy
gaya,Hausa
бүс,Mongolian
ua,Maori
ನೋಡಲು,Kannada
ору,Ukrainian
เลือก,Thai
opposite,English
ثابت,Persian
yukarı,Turkish
elérni,Hungarian
바,Korean
jiddeskrivu,Maltese
гісторыя,Belarusian
필요,Korean
kinachowezekana,Swahili
ચંદ્ર,Gujarati
лежеше,Cebuano
しなければならない,Japanese
מעיל,Hebrew
qauv,Hmong
koutou,Maori
liv,Haitian
betreiben,German
جدا,Sindhi
ease,Javanese
kumuha,Filipino
ευτυχισμένος,Greek
Terra,Galician
多くの,Japanese
වෙනස්,Sinhala
mah,Sundanese
מיט,Yiddish
теплий,Ukrainian
всеки,Cebuano
الحب,Arabic
блок,Bulgarian
mong,Vietnamese
medio,Spanish
moderen,Sundanese
de,Catalan
adhine,Javanese
gradum,Latin
lebih,Malaysian
жеш,Kyrgyz
רוק,Hebrew
muaj,Hmong
bırakın,Turkish
shida,Swahili
κινητήρας,Greek
masa,Spanish
istorie,Romanian
là,Vietnamese
panas,Sundanese
बल,Nepali
сърце,Bulgarian
kujadili,Swahili
อนุญาตให้,Thai
썼다,Korean
komanda,Latvian
yuborish,Uzbek
പറഞ്ഞു,Malayalam
buryo,Kinyarwanda
ಯೋಜನೆ,Kannada
"exemplar,",Latin
general,Hmong
kerran,Finnish
адам,Kazakh
原因,Japanese
bat,Azerbaijani
loại,Vietnamese
reic,Scots
matua,Maori
pergunta,Portuguese
ndjek,Albanian
არსებობს,Georgian
miniera,Italian
上昇,Japanese
experiment,Swedish
महिला,Marathi
जारी,Hindi
Lone,Esperanto
di,Sundanese
bài,Vietnamese
eso,Yoruba
tinana,Maori
oh,Lithuanian
цяжкі,Belarusian
askar,Malaysian
प्रभाव,Nepali
възникне,Bulgarian
pom,Hmong
bilie,Igbo
superficies,Latin
mong,Sesotho
panas,Javanese
completo,Spanish
중,Korean
axını,Azerbaijani
naktis,Lithuanian
vstoupit,Czech
zingen,Dutch
na,Igbo
eiland,Afrikaans
okkupati,Maltese
radyo,Filipino
утримуйте,Ukrainian
bibaho,Kinyarwanda
скала,Serbian
katoen,Frisian
tretë,Albanian
ôfwikselje,Frisian
şîrket,Kurdish
organov,Slovenian
skole,Danish
glava,Bosnian
aberto,Portuguese
frua,Esperanto
tænder,Danish
նկար,Armenian
ရပ်နေကြ၏,Myanmar
آسمان,Sindhi
演,Chinese
oker,Basque
дрво,Macedonian
son,Turkish
comprar,Spanish
សាលារៀន,Khmer
zelula,Basque
nkibyo,Kinyarwanda
abairt,Scots
마르크,Korean
ukotini,Zulu
waarm,Luxembourgish
rózsa,Hungarian
മൂക്ക്,Malayalam
آس,Pashto
ماښام,Pashto
පන්දුවට,Sinhala
isean,Scots
търсене,Bulgarian
aonaracha,Irish
torej,Slovenian
дождь,Russian
ಮನೆ,Kannada
elad,Hungarian
zënter,Luxembourgish
แตะ,Thai
اثر,Persian
шар,Mongolian
רגל,Hebrew
lento,Portuguese
бит,Kyrgyz
hegoaldean,Basque
etahi,Maori
vrgel,Slovenian
inn,Norwegian
đặt,Vietnamese
φτερό,Greek
lamba,Malagasy
ಬರೆಯಲು,Kannada
mudzi,Shona
ทำให้,Thai
köis,Estonian
wazizwa,Zulu
ഘടികാരം,Malayalam
րոպե,Armenian
Musik,German
mark,Hawaiian
iseyile,Xhosa
kusodza,Chichewa
